"","Publisher","Dagger","Book review link","Author","Primary isbn10","Price","Primary isbn13","Sunday review link","Date","First chapter link","Contributor","Title","AgeGroup","WeeksOnList"
"151","Simon & Schuster",0,NA,"Graeme Simsion",NA,8.78,"9.78E+12","https://www.nytimes.com/2013/10/20/books/review/graeme-simsions-rosie-project.html",2014-03-02,NA,"by Graeme Simsion","THE ROSIE PROJECT","Young Adult",5
"152","Little, Brown",0,NA,"James Patterson and David Ellis","316211060",4.57,"9.78E+12",NA,2013-09-22,NA,"by James Patterson and David Ellis","MISTRESS","Young Adult",5
"153","Little, Brown",0,NA,"Michael Connelly","316069442",1.64,"9.78032E+12",NA,2013-05-05,NA,"by Michael Connelly","THE BLACK BOX","Adult",5
"154","Little, Brown & Company",0,NA,"James Patterson and Marshall Karp","316199893",17.01,"9.78032E+12",NA,2012-11-25,NA,"by James Patterson and Marshall Karp","NYPD RED","Childhood",5
"155","Colleen Hoover",0,NA,"Colleen Hoover","None",4.69,"A00B006RUJST6",NA,2012-08-26,NA,"by Colleen Hoover","SLAMMED","Young Adult",5
"156","Grand Central Publishing",0,NA,"Seth Grahame-Smith","446571857",19.76,"9.78045E+12",NA,2012-07-22,NA,"by Seth Grahame-Smith","ABRAHAM LINCOLN  VAMPIRE HUNTER","Teen",5
"157","Penguin Group",0,NA,"John Sandford",NA,12.04,"9.7811E+12",NA,2012-07-08,NA,"by John Sandford","STOLEN PREY","Childhood",5
"158","Penguin Group",0,NA,"Patricia Cornwell","None",19.97,"9.7811E+12",NA,2012-01-22,NA,"by Patricia Cornwell","RED MIST","Young Adult",5
"159","Legacy",0,NA,"CJ Lyons","None",7.51,"A00B0043M6J92",NA,2011-10-09,NA,"by CJ Lyons","BLIND FAITH","Teen",5
"160","Simon & Schuster",0,NA,"Mary Higgins Clark","1439180962",11.1,"9.78144E+12",NA,2011-05-22,NA,"by Mary Higgins Clark","I   LL WALK ALONE","Teen",5
"161","Crown",0,NA,"Jean M Auel","517580519",8.59,"9.78052E+12",NA,2011-05-22,NA,"by Jean M. Auel","THE LAND OF PAINTED CAVES","Childhood",5
"162","Random House",0,NA,"Lisa Gardner","553908111",11.52,"9.78055E+12",NA,2011-04-24,NA,"by Lisa Gardner","LOVE YOU MORE","Teen",5
"163","Little, Brown",0,NA,"James Patterson and Maxine Paetro","316274046",8.65,"9.78032E+12",NA,2018-06-09,NA,"by James Patterson and Maxine Paetro","THE 17TH SUSPECT","Teen",4
"164","Simon & Schuster",0,NA,"Mary Higgins Clark","1501171690",4.5,"9.7815E+12",NA,2018-05-13,NA,"by Mary Higgins Clark","I VE GOT MY EYES ON YOU","Teen",4
"165","Little, Brown",0,NA,"James Patterson and Marshall Karp","316395587",1.7,"9.78032E+12",NA,2018-05-06,NA,"by James Patterson and Marshall Karp","RED ALERT","Young Adult",4
"166","Simon & Schuster",0,NA,"Mary Higgins Clark","1501131125",12.75,"9.7815E+12",NA,2018-04-22,NA,"by Mary Higgins Clark","ALL BY MYSELF  ALONE","Adult",4
"167","Grand Central",0,NA,"Brad Meltzer","1455559512",8.62,"9.78146E+12",NA,2018-04-15,NA,"by Brad Meltzer","THE ESCAPE ARTIST","Young Adult",4
"168","St. Martin's",0,NA,"Nora Roberts","None",1.45,"9.78125E+12",NA,2018-01-14,NA,"by Nora Roberts","YEAR ONE","Adult",4
"169","Putnam",0,NA,"Marc Cameron","735215898",16.05,"9.78074E+12",NA,2018-01-07,NA,"by Marc Cameron","TOM CLANCY POWER AND EMPIRE","Childhood",4
"170","Putnam",0,NA,"John Sandford","698407113",6.51,"9.7807E+12",NA,2017-11-26,NA,"by John Sandford","DEEP FREEZE","Teen",4
"171","Grand Central",0,NA,"Sandra Brown","1455572071",15.15,"9.78146E+12",NA,2017-11-12,NA,"by Sandra Brown","SEEING RED","Childhood",4
"172","Dutton",0,NA,"Harlan Coben","698411668",11.69,"9.7807E+12",NA,2017-11-05,NA,"by Harlan Coben","DON T LET GO","Young Adult",4
"173","Atria/Emily Bestler",0,NA,"Kyle Mills","1476783543",14.18,"9.78148E+12",NA,2017-10-15,NA,"by Kyle Mills","ENEMY OF THE STATE","Adult",4
"174","Marian Wood/Putnam",0,NA,"Sue Grafton","399163859",8.54,"9.7804E+12",NA,2017-10-01,NA,"by Sue Grafton","Y IS FOR YESTERDAY","Young Adult",4
"175","Pocket Books",0,NA,"Stephen King","None",6.87,"9.7815E+12",NA,2017-08-27,NA,"by Stephen King","THE GUNSLINGER","Adult",4
"176","Harper",0,NA,"Daniel Silva","62354361",15.18,"9.78006E+12",NA,2017-08-20,NA,"by Daniel Silva","HOUSE OF SPIES","Young Adult",4
"177","St. Martin's",0,NA,"J D Robb","1250123135",8.48,"9.78125E+12",NA,2017-08-20,NA,"by J. D. Robb","ECHOES IN DEATH","Teen",4
"178","Atria/Emily Bestler",0,NA,"Brad Thor","1476789401",11.22,"9.78148E+12",NA,2017-08-06,NA,"by Brad Thor","USE OF FORCE","Adult",4
"179","Harper",0,NA,"Michael Crichton","62473352",2.32,"9.78006E+12",NA,2017-07-02,NA,"by Michael Crichton","DRAGON TEETH","Adult",4
"180","Morrow",0,NA,"Neil Gaiman","None",6.06,"9.78006E+12","https://www.nytimes.com/2001/07/29/books/books-in-brief-fiction-poetry-319619.html",2017-06-11,NA,"by Neil Gaiman","AMERICAN GODS","Adult",4
"181","Dutton",0,NA,"Lisa Gardner","698411439",9.58,"9.7807E+12",NA,2017-03-12,NA,"by Lisa Gardner","RIGHT BEHIND YOU","Childhood",4
"182","Putnam",0,NA,"John Sandford","None",6.9,"9.7807E+12",NA,2016-11-27,NA,"by John Sandford","ESCAPE CLAUSE","Teen",4
"183","Little, Brown",0,NA,"James Patterson and Mark Sullivan","031629019X",12.01,"9.78032E+12",NA,2016-08-07,NA,"by James Patterson and Mark Sullivan","THE GAMES","Young Adult",4
"184","St. Martin's",0,NA,"Mary Kay Andrews","1466872926",1.52,"9.78147E+12",NA,2016-06-26,NA,"by Mary Kay Andrews","THE WEEKENDERS","Teen",4
"185","St. Martin's Griffin",0,NA,"Sylvia Day","1250109310",19.12,"9.78E+12",NA,2016-05-15,NA,"by Sylvia Day","ONE WITH YOU","Young Adult",4
"186","Little, Brown",0,NA,"James Patterson and Mark Sullivan","316408999",0.44,"9.78E+12",NA,2016-04-24,NA,"by James Patterson and Mark Sullivan","PRIVATE PARIS","Childhood",4
"187","Berkley",0,NA,"Nora Roberts","425280101",16.83,"9.78E+12",NA,2015-12-13,NA,"by Nora Roberts","STARS OF FORTUNE","Childhood",4
"188","Mulholland/Little, Brown",0,NA,"Robert Galbraith","316349925",12.65,"9.78E+12","https://www.nytimes.com/2015/11/01/books/review/career-of-evil-by-jk-rowling-writing-as-robert-galbraith.html",2015-11-29,NA,"by Robert Galbraith","CAREER OF EVIL","Teen",4
"189","Grand Central",0,NA,"Sandra Brown","1455581178",6.2,"9.78E+12",NA,2015-09-27,NA,"by Sandra Brown","FRICTION","Adult",4
"190","Little, Brown",0,NA,"James Patterson and Michael Ledwidge","316407186",14.85,"9.78E+12",NA,2015-09-13,NA,"by James Patterson and Michael Ledwidge","ALERT","Teen",4
"191","Ballantine",0,NA,"Paula McLain","345534190",12.78,"9.78E+12",NA,2015-09-06,NA,"by Paula McLain","CIRCLING THE SUN","Young Adult",4
"192","Random House Publishing",0,NA,"Janet Evanovich","034552778X",19.85,"9.78E+12",NA,2015-05-24,NA,"by Janet Evanovich","WICKED BUSINESS","Teen",4
"193","Putnam",0,NA,"Mark Greaney","399173358",2.57,"9.78E+12",NA,2015-01-11,NA,"by Mark Greaney","TOM CLANCY FULL FORCE AND EFFECT","Adult",4
"194","Penelope Ward",0,NA,"Penelope Ward","1942215037",17.66,"9.78E+12",NA,2014-11-09,NA,"by Penelope Ward","STEPBROTHER DEAREST","Young Adult",4
"195","Putnam",0,NA,"Jan Karon","399167447",16.2,"9.78E+12",NA,2014-10-12,NA,"by Jan Karon","SOMEWHERE SAFE WITH SOMEBODY GOOD","Adult",4
"196","Grand Central",0,NA,"James Patterson and Michael White","145552977X",16.44,"9.78E+12",NA,2014-10-12,NA,"by James Patterson and Michael White","PRIVATE DOWN UNDER","Teen",4
"197","Viking",0,NA,"Deborah Harkness","698163478",16.69,"9.78E+12",NA,2014-08-31,NA,"by Deborah Harkness","THE BOOK OF LIFE","Young Adult",4
"198","Ballantine",0,NA,"Jonathan Kellerman","345548418",14.65,"9.78E+12",NA,2014-03-23,NA,"by Jonathan Kellerman","KILLER","Adult",4
"199","Little, Brown",0,NA,"James Patterson and Michael Ledwidge","031621101X",19.66,"9.78E+12",NA,2013-11-10,NA,"by James Patterson and Michael Ledwidge","GONE","Teen",4
"200","Soho Press",0,NA,"Lene Kaaberbol","1569479828",12.78,"9.78E+12","https://www.nytimes.com/2011/11/20/books/review/sue-graftons-v-is-for-vengeance-and-other-crime-books.html",2013-09-08,NA,"by Lene Kaaberbol","THE BOY IN THE SUITCASE","Adult",4
"201","Laree Bailey",0,NA,"H M Ward","985547324",13.22,"9.78099E+12",NA,2013-05-19,NA,"by H. M. Ward","DAMAGED","Adult",4
"202","Harlequin Mira",0,NA,"Ron Carr","None",10.57,"9.78146E+12",NA,2013-05-05,NA,"by Robyn Carr","THE WANDERER","Young Adult",4
"203","Jasinda Wilder",0,NA,"Jasinda Wilder","None",6.35,"A00B00BUPMC8C",NA,2013-04-28,NA,"by Jasinda Wilder","FALLING INTO YOU","Teen",4
"204","Grand Central Publishing",0,NA,"JA Redmerski","None",15.36,"9.78146E+12",NA,2013-04-14,NA,"by  J.A. Redmerski","THE EDGE OF NEVER","Teen",4
"205","Penguin Group",0,NA,"Maya Banks",NA,10.53,"9.7811E+12",NA,2013-03-17,NA,"by Maya Banks","RUSH","Teen",4
"206","Addison Moore",0,NA,"Addison Moore","1624300006",14.65,"9.78162E+12",NA,2013-02-10,NA,"by Addison Moore","SOMEONE TO LOVE","Adult",4
"207","Jessica Sorensen",0,NA,"Jessica Sorensen","None",6.15,"A00B009LBO334",NA,2012-12-02,NA,"by Jessica Sorensen","THE SECRET OF ELLA AND MICHA","Adult",4
"208","Penguin Group",0,NA,"Charlaine Harris","None",8.08,"9.7811E+12",NA,2012-06-10,NA,"by Charlaine Harris","DEADLOCKED","Young Adult",4
"209","Penguin Group",0,NA,"Harlan Coben","None",4.09,"9.7811E+12",NA,2012-04-29,NA,"by Harlan Coben","STAY CLOSE","Young Adult",4
"210","Barbara Freethy",0,NA,"Barbara Freethy","None",19.71,"A00B004T3RQQK",NA,2012-03-18,NA,"by Barbara Freethy","THE SWEETEST THING","Teen",4
"211","Random House Publishing",0,NA,"Sophie Kinsella","440334861",11.33,"9.78044E+12",NA,2011-11-13,NA,"by Sophie Kinsella","CAN YOU KEEP A SECRET ","Teen",4
"212","Mira",0,NA,"Debbie Macomber","778312518",5.61,"9.78078E+12",NA,2011-10-09,NA,"by Debbie Macomber","1105 YAKIMA STREET","Teen",4
"213","HarperCollins",0,NA,"J A Jance","61758221",3.7,"9.78006E+12",NA,2011-09-11,NA,"by J. A. Jance","UNTIL PROVEN GUILTY","Adult",4
"214","Simon & Schuster",0,NA,"Brad Thor","1416586768",15.16,"9.78142E+12",NA,2011-09-04,NA,"by Brad Thor","FULL BLACK","Teen",4
"215","Little, Brown",0,NA,"James Patterson and Neil McMahon","316097373",11.34,"9.78032E+12",NA,2011-04-24,NA,"by James Patterson and Neil McMahon","TOYS","Young Adult",4
"216","Random House",0,NA,"Lisa Gardner","553901133",18.64,"9.78055E+12",NA,2011-03-20,NA,"by Lisa Gardner","ALONE","Young Adult",4
"217","Penguin Group",0,NA,"Tom Clancy with Grant Blackwood","None",12.77,"9.7811E+12",NA,2011-03-06,NA,"by Tom Clancy with Grant Blackwood","DEAD OR ALIVE","Adult",4
"218","Penguin",0,NA,"Shari Lapena","525505318",14.01,"9.78053E+12",NA,2018-06-09,NA,"by Shari Lapena","THE COUPLE NEXT DOOR","Young Adult",3
"219","St. Martin's",0,NA,"Mary Kay Andrews","1250126096",9.58,"9.78125E+12",NA,2018-06-09,NA,"by Mary Kay Andrews","THE HIGH TIDE CLUB","Adult",3
"220","St. Martin's",0,NA,"Lisa Scottoline","1250099676",17.01,"9.78125E+12",NA,2018-05-13,NA,"by Lisa Scottoline","AFTER ANNA","Teen",3
"221","Little, Brown",0,NA,"James Patterson and Candice Fox","316513229",8.45,"9.78032E+12",NA,2018-03-25,NA,"by James Patterson and Candice Fox","FIFTY FIFTY","Adult",3
"222","Dutton",0,NA,"Lisa Gardner","1524742066",0.63,"9.78152E+12",NA,2018-03-11,NA,"by Lisa Gardner","LOOK FOR ME","Young Adult",3
"223","St. Martin's",0,NA,"JD Robb","125016155X",5.16,"9.78125E+12",NA,2018-03-04,NA,"by J.D. Robb","DARK IN DEATH","Adult",3
"224","Tor",0,NA,"Brandon Sanderson","076532637X",6.7,"9.78077E+12",NA,2017-12-17,NA,"by Brandon Sanderson","OATHBRINGER","Adult",3
"225","Vintage",0,NA,"Jo Nesbo","525435921",2.67,"9.78053E+12",NA,2017-11-12,NA,"by Jo Nesbo","THE SNOWMAN","Childhood",3
"226","Scribner",0,"https://www.nytimes.com/2017/10/03/books/review/jennifer-egan-manhattan-beach.html","Jennifer Egan","1476716757",9.99,"9.78148E+12",NA,2017-11-05,NA,"by Jennifer Egan","MANHATTAN BEACH","Adult",3
"227","Little, Brown",0,NA,"James Patterson and James O Born","031627397X",16.04,"9.78032E+12",NA,2017-10-22,NA,"by James Patterson and James O. Born","HAUNTED","Adult",3
"228","Viking",0,NA,"John le Carré","735225117",6.74,"9.78074E+12",NA,2017-10-08,NA,"by John le Carré","A LEGACY OF SPIES","Teen",3
"229","St. Martin's",0,NA,"JD Robb","None",10.18,"9.78125E+12",NA,2017-10-08,NA,"by J.D. Robb","SECRETS IN DEATH","Childhood",3
"230","Little, Brown",0,NA,"James Patterson and Richard DiLallo","316395455",9.89,"9.78032E+12",NA,2017-09-17,NA,"by James Patterson and Richard DiLallo","THE STORE","Young Adult",3
"231","Scout",0,NA,"Ruth Ware","1501156004",15.94,"9.7815E+12",NA,2017-08-27,NA,"by Ruth Ware","THE LYING GAME","Adult",3
"232","Putnam",0,NA,"Clive Cussler and Graham Brown","399184015",11.34,"9.7804E+12",NA,2017-07-02,NA,"by Clive Cussler and Graham Brown","NIGHTHAWK","Adult",3
"233","Bantam",0,NA,"Janet Evanovich and Phoef Sutton","553392697",2.13,"9.78055E+12",NA,2017-06-18,NA,"by Janet Evanovich and Phoef Sutton","CURIOUS MINDS","Adult",3
"234","Morrow/HarperCollins",0,NA,"Greg Iles","62311158",16.15,"9.78006E+12",NA,2017-04-23,NA,"by Greg Iles","MISSISSIPPI BLOOD","Adult",3
"235","Zebra",0,NA,"Lisa Jackson","1420136070",11.34,"9.78142E+12",NA,2017-04-02,NA,"by Lisa Jackson","EXPECTING TO DIE","Young Adult",3
"236","Washington Square",0,NA,"Fredrik Backman","1501115073",4.24,"9.7815E+12",NA,2017-03-12,NA,"by Fredrik Backman","MY GRANDMOTHER ASKED ME TO TELL YOU SHE S SORRY","Teen",3
"237","Ballantine",0,NA,"J P Delaney","425285057",14.99,"9.78043E+12",NA,2017-02-26,NA,"by J P Delaney","THE GIRL BEFORE","Young Adult",3
"238","Delacorte",0,NA,"Danielle Steel","345531116",6.14,"9.78035E+12",NA,2017-02-05,NA,"by Danielle Steel","THE MISTRESS","Adult",3
"239","Berkley",0,NA,"Nora Roberts","425280128",9.79,"9.78043E+12",NA,2017-01-08,NA,"by Nora Roberts","ISLAND OF GLASS","Young Adult",3
"240","Grand Central",0,NA,"James Patterson and Kathryn Fox","1455568139",19.79,"9.78146E+12",NA,2016-11-06,NA,"by James Patterson and Kathryn Fox","MISSING","Adult",3
"241","Viking",0,NA,"Tana French","None",8.48,"9.78074E+12",NA,2016-11-06,NA,"by Tana French","THE TRESPASSER","Teen",3
"242","Little, Brown",0,NA,"James Patterson and Maxine Paetro","031627402X",4.89,"9.78032E+12",NA,2016-10-30,NA,"by James Patterson and Maxine Paetro","WOMAN OF GOD","Young Adult",3
"243","Gallery Books",0,NA,"Catherine Coulter","1501150316",4.34,"9.7815E+12",NA,2016-09-11,NA,"by Catherine Coulter","INSIDIOUS","Young Adult",3
"244","Delacorte",0,NA,"Danielle Steel","1101885572",13.78,"9.7811E+12",NA,2016-08-07,NA,"by Danielle Steel","MAGIC","Teen",3
"245","Berkley",0,NA,"Nora Roberts","042528011X",19.6,"9.78043E+12",NA,2016-07-17,NA,"by Nora Roberts","BAY OF SIGHS","Young Adult",3
"246","EverAfter Romance",0,NA,"Vi Keeland and Penelope Ward","1942215398",9.54,"9.78E+12",NA,2016-05-15,NA,"by Vi Keeland and Penelope Ward","STUCK UP SUIT","Adult",3
"247","Putnam",0,NA,"C J Box","None",15.47,"9.78E+12",NA,2016-04-10,NA,"by C. J. Box","OFF THE GRID","Adult",3
"248","Putnam",0,NA,"Clive Cussler and Justin Scott","698406427",11.49,"9.78E+12",NA,2016-04-03,NA,"by Clive Cussler and Justin Scott","THE GANGSTER","Teen",3
"249","Bantam",0,NA,"Dean Koontz","345545966",19.32,"9.78E+12",NA,2016-01-10,NA,"by Dean Koontz","ASHLEY BELL","Young Adult",3
"250","Atria",0,NA,"Jennifer Weiner","1451617836",15.94,"9.78E+12",NA,2015-09-13,NA,"by Jennifer Weiner","WHO DO YOU LOVE","Young Adult",3
"251","Putnam",0,NA,"Catherine Coulter","None",10.64,"9.78E+12",NA,2015-08-09,NA,"by Catherine Coulter","NEMESIS","Young Adult",3
"252","Roc",0,NA,"Jim Butcher","None",11.93,"9.78E+12",NA,2014-06-29,NA,"by Jim Butcher","SKIN GAME","Childhood",3
"253","Bantam",0,NA,"Janet Evanovich and Lee Goldberg",NA,5.28,"9.78E+12",NA,2014-03-30,NA,"by Janet Evanovich and Lee Goldberg","THE CHASE","Adult",3
"254","Helen Cooper",0,NA,"J S Cooper and Helen Cooper","None",5.59,"9.78E+12",NA,2014-03-09,NA,"by J. S. Cooper and Helen Cooper","THE EX GAMES","Adult",3
"255","HarperCollins",0,NA,"Joyce Maynard","61957658",1.3,"9.78E+12",NA,2014-02-23,NA,"by Joyce Maynard","LABOR DAY","Young Adult",3
"256","Ecco/HarperCollins",0,NA,"Amy Tan","62107313",11.26,"9.78E+12","https://www.nytimes.com/2013/11/10/books/review/amy-tans-valley-of-amazement.html",2013-12-08,NA,"by Amy Tan","THE VALLEY OF AMAZEMENT","Adult",3
"257","Gail McHugh",0,NA,"Gail McHugh","None",5.25,"A00B00DULA3B2",NA,2013-08-11,NA,"by Gail McHugh","PULSE","Young Adult",3
"258","Putnam",0,NA,"Catherine Coulter","None",0.07,"9.78E+12",NA,2013-08-11,NA,"by Catherine Coulter","BOMBSHELL","Adult",3
"259","Hard Case Crime",0,NA,"Stephen King","1781162646",11.79,"9.78E+12","https://www.nytimes.com/2013/06/23/books/review/joyland-by-stephen-king.html",2013-07-07,NA,"by Stephen King","JOYLAND","Young Adult",3
"260","Broad Reach Publishing",0,NA,"Hugh Howey","None",10.4,"A00B0071XO8RA",NA,2013-06-09,NA,"by Hugh Howey","WOOL OMNIBUS EDITION","Teen",3
"261","Tor/Tom Doherty Associates",0,NA,"Robert Jordan and Brandon Sanderson","1429997176",16.89,"9.78143E+12",NA,2013-04-28,NA,"by Robert Jordan and Brandon Sanderson","A MEMORY OF LIGHT","Teen",3
"262","Simon & Schuster",0,NA,"Kyra Davis","1476711100",0.59,"9.78148E+12",NA,2013-04-21,NA,"by Kyra Davis","THE STRANGER","Young Adult",3
"263","Harlequin",0,NA,"Susan Mallery","None",12,"9.78146E+12",NA,2013-04-14,NA,"by Susan Mallery","THREE SISTERS","Young Adult",3
"264","Grand Central Publishing",0,NA,"Sandra Brown","1455546348",5.37,"9.78146E+12",NA,2013-03-31,NA,"by Sandra Brown","MIRROR IMAGE","Adult",3
"265","Abbi Glines",0,NA,"Abbi Glines","None",2.41,"A00B00AOTGI08",NA,2013-03-31,NA,"by Abbi Glines","FALLEN TOO FAR","Young Adult",3
"266","Penguin Group",0,NA,"J D Robb","None",2.01,"9.7811E+12",NA,2013-03-31,NA,"by J. D. Robb","CALCULATED IN DEATH","Teen",3
"267","Elisabeth Naughton",0,NA,"Elisabeth Naughton","985671955",14.96,"9.78099E+12",NA,2013-03-17,NA,"by Elisabeth Naughton","WAIT FOR ME","Adult",3
"268","Grand Central Publishing",0,NA,"Brad Meltzer","None",0.32,"9.78045E+12",NA,2013-02-17,NA,"by Brad Meltzer","THE FIFTH ASSASSIN","Young Adult",3
"269","Penguin Group",0,NA,"John Sandford","None",0.99,"9.7811E+12",NA,2012-11-04,NA,"by John Sandford","MAD RIVER","Childhood",3
"270","Penguin Group",0,NA,"Deborah Harkness",NA,14.95,"9.7811E+12",NA,2012-08-12,NA,"by Deborah Harkness","SHADOW OF NIGHT","Adult",3
"271","Penguin Group",0,NA,"J D Robb","None",7.14,"9.7811E+12",NA,2012-03-25,NA,"by J. D. Robb","CELEBRITY IN DEATH","Young Adult",3
"272","Penguin Group",0,NA,"Lisa Gardner",NA,15.18,"9.7811E+12",NA,2012-03-11,NA,"by Lisa Gardner","CATCH ME","Young Adult",3
"273","Little, Brown & Company",0,NA,"Michael Connelly","None",7.52,"9.78032E+12",NA,2011-10-30,NA,"by Michael Connelly","SUICIDE RUN","Young Adult",3
"274","Penguin Group",0,NA,"Stuart Woods","None",15.99,"9.7811E+12",NA,2011-02-27,NA,"by Stuart Woods","STRATEGIC MOVES","Childhood",3
"275","Delacorte",0,NA,"Danielle Steel","1101884037",0.51,"9.7811E+12",NA,2018-06-09,NA,"by Danielle Steel","THE CAST","Adult",2
"276","Morrow",0,NA,"Dorothea Benton Frank","62390821",10.13,"9.78006E+12",NA,2018-06-09,NA,"by Dorothea Benton Frank","BY INVITATION ONLY","Teen",2
"277","Zebra",0,NA,"Lisa Jackson and Nancy Bush","1420136135",16.42,"9.78142E+12",NA,2018-05-20,NA,"by Lisa Jackson and Nancy Bush","ONE LAST BREATH","Young Adult",2
"278","Putnam",0,NA,"Stuart Woods","073521722X",10.9,"9.78074E+12",NA,2018-05-06,NA,"by Stuart Woods","SHOOT FIRST","Young Adult",2
"279","Putnam",0,NA,"CJ Box","399176624",5.33,"9.7804E+12",NA,2018-04-22,NA,"by C.J. Box","THE DISAPPEARED","Young Adult",2
"280","Delacorte",0,NA,"Danielle Steel","1101884096",6.89,"9.7811E+12",NA,2018-04-15,NA,"by Danielle Steel","ACCIDENTAL HEROES","Teen",2
"281","Putnam",0,NA,"Clive Cussler and Graham Brown","735215537",7.38,"9.78074E+12",NA,2018-04-08,NA,"by Clive Cussler and Graham Brown","THE RISING SEA","Childhood",2
"282","Ballantine",0,NA,"Jonathan Kellerman","345541472",8.59,"9.78035E+12",NA,2018-03-11,NA,"by Jonathan Kellerman","NIGHT MOVES","Adult",2
"283","Delacorte",0,NA,"Danielle Steel","1101884002",18.37,"9.7811E+12",NA,2018-02-18,NA,"by Danielle Steel","FALL FROM GRACE","Adult",2
"284","Berkley",0,NA,"Christine Feehan","451488512",15.69,"9.78045E+12",NA,2018-02-18,NA,"by Christine Feehan","JUDGMENT ROAD","Young Adult",2
"285","Grand Central",0,NA,"Douglas Preston and Lincoln Child","145553692X",14.76,"9.78146E+12",NA,2018-02-11,NA,"by Douglas Preston and Lincoln Child","CITY OF ENDLESS NIGHT","Adult",2
"286","Morrow",0,NA,"Karin Slaughter","62430262",5.62,"9.78006E+12",NA,2018-01-14,NA,"by Karin Slaughter","THE GOOD DAUGHTER","Young Adult",2
"287","Bantam",0,NA,"Dean Koontz","345546784",9.14,"9.78035E+12",NA,2017-12-03,NA,"by Dean Koontz","THE SILENT CORNER","Young Adult",2
"288","Putnam",0,NA,"Clive Cussler and Boyd Morrison","039957557X",5.75,"9.7804E+12",NA,2017-12-03,NA,"by Clive Cussler and Boyd Morrison","TYPHOON FURY","Young Adult",2
"289","Simon & Schuster",0,NA,"Mary Higgins Clark and Alafair Burke","150117164X",13.93,"9.7815E+12",NA,2017-12-03,NA,"by Mary Higgins Clark and Alafair Burke","EVERY BREATH YOU TAKE","Adult",2
